symbol,name,category,type,exchange
^NQLA8500LMT,NASDAQ Lat America Ins Large Mi,N/A,Index,NIM
^NQNA5300GBPN,NASDAQ N America Retail GBP NTR,N/A,Index,NIM
^NQUSS2737AUDT,NQ US Sm Cap Elec Eqpt AUD TR I,N/A,Index,NIM
^NQUSL2730T,NQ US Lg Cap Electronic and E,N/A,Index,NIM
^NQUSB8771LMCAD,NQ US Asset Managers Large Mid,N/A,Index,NIM
^NQUSL2795T,NQ US Lg Cap Financial Admin TR,N/A,Index,NIM
^NQUSM2795EUR,NQ US Md Cap Financial Admin EU,N/A,Index,NIM
^MAHICGU,Morningstar Multi-Asset High In,N/A,Index,NYS
^NQUSB2795LMGBPT,NQ US Financial Admin Large Mi,N/A,Index,NIM
^NQUSB2793LMGBPN,NQ US Bus Trng & Empl Agncs Lg,N/A,Index,NIM
^NQUSL0573,NQ US Lg Cap Oil Eqpt and Svc,N/A,Index,NIM
^NQUSB3726AUD,NQ US Bnchmk Furnishings AUD In,N/A,Index,NIM
^NQUSB5751AUDT,NQ US Bnchmk Airlines AUD TR In,N/A,Index,NIM
^HFLGOV,New Age Alpha U.S. Large-Cap Go,N/A,Index,NYS
^NQLA3700LMGBPT,NASDAQ Lat Am Psnl & Hhld Goods,N/A,Index,NIM
^NQTR8000AUD,NASDAQ Turkey Financials AUD In,N/A,Index,NIM
^NQNA6000JPY,NASDAQ N America Telecom JPY In,N/A,Index,NIM
^NQEMASIA2300AUD,NASDAQ EM Asia Constr & Matls A,N/A,Index,NIM
^NQLA3000CAD,NASDAQ Lat America Cnsmr Goods,N/A,Index,NIM
^NQLA1700LMJPY,NASDAQ Lat Am Basic Resources L,N/A,Index,NIM
^NQNAMCAUDT,NASDAQ N America Mid Cap AUD TR,N/A,Index,NIM
^NQLA8600GBP,NASDAQ Lat America Real Estate,N/A,Index,NIM
^NQNA3000LMJPY,NASDAQ N America Cnsmr Goods Lg,N/A,Index,NIM
^NQNA8000EURN,NASDAQ N America Financials EUR,N/A,Index,NIM
^NQNA8000LMEURT,NASDAQ N America Financials Lg,N/A,Index,NIM
^NQLA1000LMAUDN,NASDAQ Lat Am Basic Matls Lg Md,N/A,Index,NIM
^NQUSB5371N,NQ US Bnchmk Apparel Rtlrs Inde,N/A,Index,NIM
^NQNAMCAUDN,NASDAQ N America Mid Cap AUD NT,N/A,Index,NIM
^NQMX1000AUD,NASDAQ Mexico Basic Matls AUD I,N/A,Index,NIM
^NQMXMCAUDN,NASDAQ Mexico Mid Cap AUD NTR I,N/A,Index,NIM
^NQNA1000LMAUD,NASDAQ N America Basic Matls Lg,N/A,Index,NIM
^NQLA5700LMT,NASDAQ Lat Am Travel & Leisure,N/A,Index,NIM
^NQNA8600LMCADN,NASDAQ N America Real Estate Lg,N/A,Index,NIM
^NQLA1300T,The NASDAQ Latin America Chemic,N/A,Index,NIM
^NQUSS7570T,"NQ US Sm Cap Gas,Water and Mu",N/A,Index,NIM
^NQUSS8771,NQ US Sm Cap Asset Managers Ind,N/A,Index,NIM
^NQUSS3355,NQ US Sm Cap Auto Parts Index,N/A,Index,NIM
^NQEMASIA5000LMEURT,NASDAQ EM Asia Cnsmr Svcs Lg Md,N/A,Index,NIM
^NQDMASIALMEURN,NASDAQ DM Asia Large Mid Cap EU,N/A,Index,NIM
^NQASIA5000EUR,NASDAQ Asia Cnsmr Svcs EUR Inde,N/A,Index,NIM
^NQDMASPA4000LMAUDN,NASDAQ DM ASPA Health Care Lg M,N/A,Index,NIM
^NQDMASPA4000AUDN,NASDAQ DM ASPA Health Care AUD,N/A,Index,NIM
^NQHKMCAUDN,NASDAQ Hong Kong Mid Cap AUD NT,N/A,Index,NIM
^NQEURO3700,The NASDAQ Eurozone Personal a,N/A,Index,NIM
^NQMX8000AUDN,NASDAQ Mexico Financials AUD NT,N/A,Index,NIM
^NQNA0001LM,NASDAQ N America Oil & Gas Larg,N/A,Index,NIM
^NQCI3ALER,NASDAQ Commodity 3rd Front Alum,N/A,Index,NIM
^NQLA0001LMEURN,NASDAQ Lat Am Oil & Gas Lg Md C,N/A,Index,NIM
^NQNA1000LM,NASDAQ N America Basic Matls Lg,N/A,Index,NIM
^NQMAFIT,Nasdaq US Multi-Asset High Yiel,N/A,Index,NIM
^NQCAMCAUD,NASDAQ Canada Mid Cap AUD Index,N/A,Index,NIM
^NQUSS1000AUDT,NQ US Sm Cap Basic Matls AUD TR,N/A,Index,NIM
^NQDMEU5000AUDT,NASDAQ DM Europe Cnsmr Svcs AUD,N/A,Index,NIM
^NQEMEA5000AUDN,NASDAQ EMEA Cnsmr Svcs AUD NTR,N/A,Index,NIM
^NQUSL0570GBPN,"NQ US Lg Cap Oil Eqpt, Svcs an",N/A,Index,NIM
^NQJP8000AUDN,NASDAQ Japan Financials AUD NTR,N/A,Index,NIM
^NQDMASIA8000JPYN,NASDAQ DM Asia Financials JPY N,N/A,Index,NIM
^NQASPA3000LMAUDN,NASDAQ ASPA Cnsmr Goods Lg Md C,N/A,Index,NIM
^NQGBMCAUD,NASDAQ UK Mid Cap AUD Index,N/A,Index,NIM
^NQDMASPA5500LMGBP,NASDAQ DM ASPA Media Large Mid,N/A,Index,NIM
^NQDMASPA3000LMAUDN,NASDAQ DM ASPA Cnsmr Goods Lg M,N/A,Index,NIM
^NQRUAUDT,NASDAQ Russia AUD TR Index,N/A,Index,NIM
^NQUSB0570CADT,"NQ US Bnchmk Oil Eqpt, Svcs an",N/A,Index,NIM
^NQUSS3763CADN,NQ US Sm Cap Clothing & Accesso,N/A,Index,NIM
^NQUSM1757N,NQ US Md Cap Iron and Steel I,N/A,Index,NIM
^NQUSS7537JPYT,NQ US Sm Cap Alternative Electr,N/A,Index,NIM
^NQUSS3300T,NQ US Sm Cap Automobiles and,N/A,Index,NIM
^NQFR1000AUDN,NASDAQ France Basic Matls AUD N,N/A,Index,NIM
^NQDMASPA2000LMJPY,NASDAQ DM ASPA Inds Large Mid C,N/A,Index,NIM
^NQLA4000EURT,NASDAQ Lat America Health Care,N/A,Index,NIM
^NQLA5000LMJPY,NASDAQ Lat Am Cnsmr Svcs Lg Md,N/A,Index,NIM
^NQUSS7537AUDN,NQ US Sm Cap Alternative Electr,N/A,Index,NIM
^NQZALMZAR,NASDAQ South Africa Large Mid C,N/A,Index,NIM
^NQEM1000AUDT,NASDAQ Emerging Basic Matls AUD,N/A,Index,NIM
^NQDMASPA3300LMJPYN,NASDAQ DM ASPA Auto & Parts Lg,N/A,Index,NIM
^NQDMASIA1300CADT,NASDAQ DM Asia Chemicals CAD TR,N/A,Index,NIM
^NQDMASIA3300LMGBP,NASDAQ DM Asia Auto & Parts Lg,N/A,Index,NIM
^NQLA7000GBPT,NASDAQ Lat America Utilities GB,N/A,Index,NIM
^NQNA8600LMCADT,NASDAQ N America Real Estate Lg,N/A,Index,NIM
^NQUSB5757T,NQ US Bnchmk Restaurants and,N/A,Index,NIM
^NQNA2000GBPN,NASDAQ N America Inds GBP NTR I,N/A,Index,NIM
^NQUSB0580EURN,NQ US Bnchmk Alternative Energy,N/A,Index,NIM
^NQLA7000LMGBPT,NASDAQ Lat Am Utilities Lg Md C,N/A,Index,NIM
^NQASPA4000LMN,NASDAQ ASPA Health Care Large M,N/A,Index,NIM
^NQASPA2300LMT,NASDAQ ASPA Constr & Matls Larg,N/A,Index,NIM
^NQASPA5300GBPT,NASDAQ ASPA Retail GBP TR Index,N/A,Index,NIM
^NQDMASPA8700CAD,NASDAQ DM ASPA Financial Svcs C,N/A,Index,NIM
^NQDMASPA0001LM,NASDAQ DM ASPA Oil & Gas Large,N/A,Index,NIM
^NQDMASIA1700GBPN,NASDAQ DM Asia Basic Resources,N/A,Index,NIM
^NQEMASIA8300LMGBPT,NASDAQ EM Asia Banks Large Mid,N/A,Index,NIM
^NQASPAXJPLMEURT,NASDAQ ASPA Ex Japan Large Mid,N/A,Index,NIM
^NQASPA3700LMCAD,NASDAQ ASPA Psnl & Hhld Goods L,N/A,Index,NIM
^NQDMASIA8600LMAUD,NASDAQ DM Asia Real Estate Lg M,N/A,Index,NIM
^NQCNLMAUDT,NASDAQ China Large Mid Cap AUD,N/A,Index,NIM
^NQASIA1000LMJPYT,NASDAQ Asia Basic Matls Lg Md C,N/A,Index,NIM
^NQATSCAUD,NASDAQ Austria Small Cap AUD In,N/A,Index,NIM
^NQEMASIA5000LMGBPN,NASDAQ EM Asia Cnsmr Svcs Lg Md,N/A,Index,NIM
^NQEMASIA0001AUD,NASDAQ EM Asia Oil & Gas AUD In,N/A,Index,NIM
^NQDMASPA2000LMAUDT,NASDAQ DM ASPA Inds Large Mid C,N/A,Index,NIM
^NQAULCJPY,NASDAQ Australia Large Cap JPY,N/A,Index,NIM
^NQASPA8300LMJPYT,NASDAQ ASPA Banks Large Mid Cap,N/A,Index,NIM
^NQEMASIA3500LM,NASDAQ EM Asia Food & Beverage,N/A,Index,NIM
^NQDMASPA8300JPY,NASDAQ DM ASPA Banks JPY Index,N/A,Index,NIM
^NQEUAUDT,NASDAQ Europe AUD TR Index,N/A,Index,NIM
^NQGB2700AUD,NASDAQ UK Ind Goods & Svcs AUD,N/A,Index,NIM
^NQATSCJPYT,NASDAQ Austria Small Cap JPY TR,N/A,Index,NIM
^NQTH3000AUD,NASDAQ Thailand Cnsmr Goods AUD,N/A,Index,NIM
^NQUSB2710LMN,NQ US Aerospace & Defense Larg,N/A,Index,NIM
^NQNA3300,The NASDAQ North America Automo,N/A,Index,NIM
^NQLA7000JPYN,NASDAQ Lat America Utilities JP,N/A,Index,NIM
^NQNA8500LMGBP,NASDAQ N America Ins Large Mid,N/A,Index,NIM
^NQLA8000AUD,NASDAQ Lat America Financials A,N/A,Index,NIM
^NQCL3000AUDN,NASDAQ Chile Cnsmr Goods AUD NT,N/A,Index,NIM
^NQNA8300EURT,NASDAQ N America Banks EUR TR I,N/A,Index,NIM
^NQDMASPA5500JPY,NASDAQ DM ASPA Media JPY Index,N/A,Index,NIM
^NQASPA8300JPYN,NASDAQ ASPA Banks JPY NTR Index,N/A,Index,NIM
^NQUSM7570N,"NQ US Md Cap Gas, Water and M",N/A,Index,NIM
^NQUSS0573AUD,NQ US Sm Cap Oil Eqpt and Svc,N/A,Index,NIM
^NQUSL2795GBP,NQ US Lg Cap Financial Admin GB,N/A,Index,NIM
^NQASPA3300LMN,NASDAQ ASPA Auto & Parts Large,N/A,Index,NIM
^NQASPALMJPY,NASDAQ ASPA Large Mid Cap JPY I,N/A,Index,NIM
^NQNA8000LMJPYN,NASDAQ N America Financials Lg,N/A,Index,NIM
^NQLA2700LMJPY,NASDAQ Lat Am Ind Goods & Svcs,N/A,Index,NIM
^NQNA3300AUDN,NASDAQ N America Auto & Parts A,N/A,Index,NIM
^NQMXSCAUDN,NASDAQ Mexico Small Cap AUD NTR,N/A,Index,NIM
^NQLA2700EURN,NASDAQ Lat America Ind Goods &,N/A,Index,NIM
^NQASPA6000LMEURN,NASDAQ ASPA Telecom Large Mid C,N/A,Index,NIM
^NQDMASPA8500LMN,NASDAQ DM ASPA Ins Large Mid Ca,N/A,Index,NIM
^NQCNASC,NASDAQ China A Shares Small Cap,N/A,Index,NIM
^NQEMMEA8700AUD,NASDAQ EM MEA Financial Svcs AU,N/A,Index,NIM
^NQEMASIA0001LMN,NASDAQ EM Asia Oil & Gas Large,N/A,Index,NIM
^NQDMASPA1000AUDT,NASDAQ DM ASPA Basic Matls AUD,N/A,Index,NIM
^NQDMASIA1300LMN,NASDAQ DM Asia Chemicals Large,N/A,Index,NIM
^NQDMASPAXJPLM,Nasdaq DM ASPA Ex Japan Large M,N/A,Index,NIM
^NQCNSCAUD,NASDAQ China Small Cap AUD Inde,N/A,Index,NIM
^NQDMXNAN,The NASDAQ DM Ex North America,N/A,Index,NIM
^NQASPA9000LMAUD,NASDAQ ASPA Tech Large Mid Cap,N/A,Index,NIM
^NQASIA5000LMN,NASDAQ Asia Cnsmr Svcs Large Mi,N/A,Index,NIM
^NQASPA6000LMJPY,NASDAQ ASPA Telecom Large Mid C,N/A,Index,NIM
^NQASPA5000LM,NASDAQ ASPA Cnsmr Svcs Large Mi,N/A,Index,NIM
^NQASIA3000EURN,NASDAQ Asia Cnsmr Goods EUR NTR,N/A,Index,NIM
^NQDMASIA6000LM,NASDAQ DM Asia Telecom Large Mi,N/A,Index,NIM
^NQCNLCAUDN,NASDAQ China Large Cap AUD NTR,N/A,Index,NIM
^NQDMASIA8500LMEURN,NASDAQ DM Asia Ins Large Mid Ca,N/A,Index,NIM
^NQASPA1700LMJPYT,NASDAQ ASPA Basic Resources Lg,N/A,Index,NIM
^NQUSM8600AUDT,NQ US Md Cap Real Estate AUD TR,N/A,Index,NIM
^NQASPA5000LMN,NASDAQ ASPA Cnsmr Svcs Large Mi,N/A,Index,NIM
^NQBRICLMAUD,NASDAQ BRIC Large Mid Cap AUD I,N/A,Index,NIM
^NQDXKRN,NASDAQ AlphaDEX South Korea NTR,N/A,Index,NIM
^NQASPA2700AUDT,NASDAQ ASPA Ind Goods & Svcs AU,N/A,Index,NIM
^NQJP8300AUDT,NASDAQ Japan Banks AUD TR Index,N/A,Index,NIM
^NQZALCCADT,NASDAQ South Africa Large Cap C,N/A,Index,NIM
^NQUSL2713GBP,NQ US Lg Cap Aerospace GBP Inde,N/A,Index,NIM
^NQUSB8532AUD,NQ US Bnchmk Full Line Ins AUD,N/A,Index,NIM
^NQNA8600AUDT,NASDAQ N America Real Estate AU,N/A,Index,NIM
^NQNAAUD,NASDAQ N America AUD Index,N/A,Index,NIM
^NQLA3000EURN,NASDAQ Lat America Cnsmr Goods,N/A,Index,NIM
^NQPESCAUDT,NASDAQ Peru Small Cap AUD TR In,N/A,Index,NIM
^NQUSL2713CADT,NQ US Lg Cap Aerospace CAD TR I,N/A,Index,NIM
^NQASPA7000CAD,NASDAQ ASPA Utilities CAD Index,N/A,Index,NIM
^NQCNASCNCAD,NASDAQ China A Shares Small Cap,N/A,Index,NIM
^NQASIA8000CADN,NASDAQ Asia Financials CAD NTR,N/A,Index,NIM
^NQAU5000LMAUDT,NASDAQ Australia Cnsmr Svcs Lg,N/A,Index,NIM
^NQASPALCCAD,NASDAQ ASPA Large Cap CAD Index,N/A,Index,NIM
^NQCNASCGBP,NASDAQ China A Shares Small Cap,N/A,Index,NIM
^NQDMASIA0001GBPT,NASDAQ DM Asia Oil & Gas GBP TR,N/A,Index,NIM
^NQASPA7000AUDN,NASDAQ ASPA Utilities AUD NTR I,N/A,Index,NIM
^NQDMASPA8300LMAUDT,NASDAQ DM ASPA Banks Large Mid,N/A,Index,NIM
^NQEMMEA8000AUD,NASDAQ EM MEA Financials AUD In,N/A,Index,NIM
^NQEMASIA8600CADN,NASDAQ EM Asia Real Estate CAD,N/A,Index,NIM
^NQEMASIA8700LMCADN,NASDAQ EM Asia Financial Svcs L,N/A,Index,NIM
^NQEMEU8300AUDN,NASDAQ EM Europe Banks AUD NTR,N/A,Index,NIM
^NQEMASIA3000LMAUDN,NASDAQ EM Asia Cnsmr Goods Lg M,N/A,Index,NIM
^NQEMASIA8000LMN,NASDAQ EM Asia Financials Large,N/A,Index,NIM
^NQEMASIA3000N,The NASDAQ EM Asia Consumer Goo,N/A,Index,NIM
^NQDMASIA3700AUD,NASDAQ DM Asia Psnl & Hhld Good,N/A,Index,NIM
^NQDMASIA3700T,The NASDAQ DM Asia Personal an,N/A,Index,NIM
^NQG3700,The NASDAQ Global Personal and,N/A,Index,NIM
^NQGBLCAUDN,NASDAQ UK Large Cap AUD NTR Ind,N/A,Index,NIM
^NQASPA3000JPY,NASDAQ ASPA Cnsmr Goods JPY Ind,N/A,Index,NIM
^NQASPA5300LMGBP,NASDAQ ASPA Retail Large Mid Ca,N/A,Index,NIM
^NQAU4000JPYT,NASDAQ Australia Health Care JP,N/A,Index,NIM
^NQUSB3300LMJPYN,NQ US Auto & Parts Large Mid C,N/A,Index,NIM
^NQUSL2710N,NQ US Lg Cap Aerospace and De,N/A,Index,NIM
^NQLA8600LMJPYN,NASDAQ Lat Am Real Estate Lg Md,N/A,Index,NIM
^NQUSB2753N,NQ US Bnchmk Comml Vehicles an,N/A,Index,NIM
^NQLA7000CAD,NASDAQ Lat America Utilities CA,N/A,Index,NIM
^NQUSS0570GBPT,"NQ US Sm Cap Oil Eqpt, Svcs an",N/A,Index,NIM
^NQUSM2710GBPT,NQ US Md Cap Aerospace & Defens,N/A,Index,NIM
^NQJP6000AUDN,NASDAQ Japan Telecom AUD NTR In,N/A,Index,NIM
^NQUSS8672AUDT,NQ US Sm Cap Retail REITs AUD T,N/A,Index,NIM
^NQFR9000AUD,NASDAQ France Tech AUD Index,N/A,Index,NIM
^NQUSS2799N,NQ US Sm Cap Waste and Dispos,N/A,Index,NIM
^NQNA1000EURN,NASDAQ N America Basic Matls EU,N/A,Index,NIM
^NQLA8300LMEUR,NASDAQ Lat America Banks Lg Md,N/A,Index,NIM
^NQNA8500LMAUDN,NASDAQ N America Ins Large Mid,N/A,Index,NIM
^NQNALMAUDT,NASDAQ N America Large Mid Cap,N/A,Index,NIM
^NQRULCAUDT,NASDAQ Russia Large Cap AUD TR,N/A,Index,NIM
^NQIE2000AUD,NASDAQ Ireland Inds AUD Index,N/A,Index,NIM
^NQJPSCAUDN,NASDAQ Japan Small Cap AUD NTR,N/A,Index,NIM
^NQRUSCAUDN,NASDAQ Russia Small Cap AUD NTR,N/A,Index,NIM
^NQNA2000JPYN,NASDAQ N America Inds JPY NTR I,N/A,Index,NIM
^NQNA5000LMCADN,NASDAQ N America Cnsmr Svcs Lg,N/A,Index,NIM
^NQDXUSSCGBPT,Nasdaq AlphaDEX Small Cap Core,N/A,Index,NIM
^NQLA7000LMCADT,NASDAQ Lat Am Utilities Lg Md C,N/A,Index,NIM
^NQLA5300LMJPY,NASDAQ Lat America Retail Lg Md,N/A,Index,NIM
^NQNA8000JPYT,NASDAQ N America Financials JPY,N/A,Index,NIM
^NQNA8500LMGBPT,NASDAQ N America Ins Large Mid,N/A,Index,NIM
^NQNA6000LMAUD,NASDAQ N America Telecom Lg Md,N/A,Index,NIM
^NQPLLCN,The NASDAQ Pol and Large Cap I,N/A,Index,NIM
^DAACADNTR,Nasdaq US Broad Dividend Achiev,N/A,Index,NIM
^NQBR6000AUDN,NASDAQ Brazil Telecom AUD NTR I,N/A,Index,NIM
^NQBR0001AUDN,NASDAQ Brazil Oil & Gas AUD NTR,N/A,Index,NIM
^NQLA8000LMAUDT,NASDAQ Lat Am Financials Lg Md,N/A,Index,NIM
^NQUSL4000AUDT,NQ US Lg Cap Health Care AUD TR,N/A,Index,NIM
^NQUSB0587CAD,NQ US Bnchmk Alternative Fuels,N/A,Index,NIM
^NQNA7000AUD,NASDAQ N America Utilities AUD,N/A,Index,NIM
^NQUSS8532AUDT,NQ US Sm Cap Full Line Ins AUD,N/A,Index,NIM
^NQUSS2795GBPT,NQ US Sm Cap Financial Admin GB,N/A,Index,NIM
^NQUSS7570CAD,"NQ US Sm Cap Gas, Water and M",N/A,Index,NIM
^NQUSS7570AUDT,"NQ US Sm Cap Gas, Water and M",N/A,Index,NIM
^NQUSS0001AUDT,NQ US Sm Cap Oil & Gas AUD TR I,N/A,Index,NIM
^NQASIA1000LMAUDT,NASDAQ Asia Basic Matls Lg Md C,N/A,Index,NIM
^NQEMASIA4000JPYT,NASDAQ EM Asia Health Care JPY,N/A,Index,NIM
^NQDMASPA5700N,The NASDAQ DM ASPA Travel and,N/A,Index,NIM
^NQEMASIA8700LMJPYN,NASDAQ EM Asia Financial Svcs L,N/A,Index,NIM
^NQEMASIA5000LMJPY,NASDAQ EM Asia Cnsmr Svcs Lg Md,N/A,Index,NIM
^NQUSS2720AUDN,NQ US Sm Cap General Inds AUD N,N/A,Index,NIM
^NQEMEA8300AUDT,NASDAQ EMEA Banks AUD TR Index,N/A,Index,NIM
^NQFISCAUDN,NASDAQ Finland Small Cap AUD NT,N/A,Index,NIM
^NQEURO8500AUDT,NASDAQ Eurozone Ins AUD TR Inde,N/A,Index,NIM
^NQASPA5000AUDT,NASDAQ ASPA Cnsmr Svcs AUD TR I,N/A,Index,NIM
^NQDMASIAEURT,NASDAQ DM Asia EUR TR Index,N/A,Index,NIM
^NQBESCAUDT,NASDAQ Belgium Small Cap AUD TR,N/A,Index,NIM
^NQDMASPA2300AUDT,NASDAQ DM ASPA Constr & Matls A,N/A,Index,NIM
^NQASPA1000AUDN,NASDAQ ASPA Basic Matls AUD NTR,N/A,Index,NIM
^NQEU3300LMEUR,NASDAQ Europe Auto & Parts Lg M,N/A,Index,NIM
^NQEU8000AUDT,NASDAQ Europe Financials AUD TR,N/A,Index,NIM
^NQES7000AUDN,NASDAQ Spain Utilities AUD NTR,N/A,Index,NIM
^NQDMASPA8600LMAUDT,NASDAQ DM ASPA Real Estate Lg M,N/A,Index,NIM
^NQDMASPA8600LMEURN,NASDAQ DM ASPA Real Estate Lg M,N/A,Index,NIM
^NQEMASIA7000LMAUDT,NASDAQ EM Asia Utilities Lg Md,N/A,Index,NIM
^NQDMASPA5000GBP,NASDAQ DM ASPA Cnsmr Svcs GBP I,N/A,Index,NIM
^NQZA8000LMCADT,NASDAQ South Africa Financials,N/A,Index,NIM
^NQUSB2713LMAUD,NQ US Aerospace Large Mid Cap,N/A,Index,NIM
^NQUSB2713LMCAD,NQ US Aerospace Large Mid Cap,N/A,Index,NIM
^NQUSB2713GBP,NQ US Bnchmk Aerospace GBP Inde,N/A,Index,NIM
^NQUSB0570GBP,"NQ US Bnchmk Oil Eqpt, Svcs an",N/A,Index,NIM
^NQNA3500AUD,NASDAQ N America Food & Beverag,N/A,Index,NIM
^NQUSB2710EURN,NQ US Bnchmk Aerospace & Defens,N/A,Index,NIM
0K50.DE,IN.IS.COR.CORP.BD.EO A.LS,N/A,Index,GER
^NQUSB3780AUD,NQ US Bnchmk Tobacco AUD Index,N/A,Index,NIM
^NQUSB4570AUDT,NQ US Bnchmk Pharma & Biotech A,N/A,Index,NIM
^NQUSB3763CADT,NQ US Bnchmk Clothing & Accesso,N/A,Index,NIM
^NQUSB3763EUR,NQ US Bnchmk Clothing & Accesso,N/A,Index,NIM
^NQUSB3780AUDN,NQ US Bnchmk Tobacco AUD NTR In,N/A,Index,NIM
^NQUSB2300AUD,NQ US Bnchmk Constr & Matls AUD,N/A,Index,NIM
^NQNA9000LMJPY,NASDAQ N America Tech Large Mid,N/A,Index,NIM
^NQUSB2710AUDN,NQ US Bnchmk Aerospace & Defens,N/A,Index,NIM
^NQNA2300LMGBPN,NASDAQ N America Constr & Matls,N/A,Index,NIM
^NQUSB3763GBP,NQ US Bnchmk Clothing & Accesso,N/A,Index,NIM
^NQUSB2710LMGBP,NQ US Aerospace & Defense Lg M,N/A,Index,NIM
^NQUSB2717LMAUD,NQ US Defense Large Mid Cap AU,N/A,Index,NIM
^NQLA8300GBPN,NASDAQ Lat America Banks GBP NT,N/A,Index,NIM
^NQNA8500LMJPYN,NASDAQ N America Ins Large Mid,N/A,Index,NIM
^NQNA6000LMGBPT,NASDAQ N America Telecom Lg Md,N/A,Index,NIM
^NQDXUSMLTCGN,Nasdaq AlphaDEX Multi Cap Growt,N/A,Index,NIM
^NQAU7000LMGBPN,NASDAQ Australia Utilities Lg M,N/A,Index,NIM
^NQASPAXJPLMAUD,NASDAQ ASPA Ex Japan Large Mid,N/A,Index,NIM
^NQDMASIA5000CADT,NASDAQ DM Asia Cnsmr Svcs CAD T,N/A,Index,NIM
^NQCN1000AUD,NASDAQ China Basic Matls AUD In,N/A,Index,NIM
^NQEM3300LMEURT,NASDAQ EM Auto & Parts Lg Md Ca,N/A,Index,NIM
^NQEM3300CADN,NASDAQ Emerging Auto & Parts CA,N/A,Index,NIM
^NQDXASPAXJPEUR,NASDAQ AlphaDEX Asia Pacific Ex,N/A,Index,NIM
^NQEM9000AUDN,NASDAQ Emerging Tech AUD NTR In,N/A,Index,NIM
^NQASPA2300LMGBPT,NASDAQ ASPA Constr & Matls Lg M,N/A,Index,NIM
^NQASPA3700AUD,NASDAQ ASPA Psnl & Hhld Goods A,N/A,Index,NIM
^NQASPA5500GBPN,NASDAQ ASPA Media GBP NTR Index,N/A,Index,NIM
^NQASIA9000JPY,NASDAQ Asia Tech JPY Index,N/A,Index,NIM
^NQDMASIA3700LMAUDT,NASDAQ DM Asia Psnl & Hhld Good,N/A,Index,NIM
^NQAU4000LMCADN,NASDAQ Australia Health Care Lg,N/A,Index,NIM
^NQUSM2300T,NQ US Md Cap Constr and Matls,N/A,Index,NIM
^NQUSB2793EUR,NQ US Bnchmk Bus Trng & Empl Ag,N/A,Index,NIM
^NQUSB3763LMGBPT,NQ US Clothing & Accessories L,N/A,Index,NIM
^NQUSB4570AUD,NQ US Bnchmk Pharma & Biotech A,N/A,Index,NIM
0K73.DE,IN.IS.MSCI W.SRI EO AC.SF,N/A,Index,GER
^NQUSS2700AUDT,NQ US Sm Cap Ind Goods & Svcs A,N/A,Index,NIM
^NQUSB2710GBP,NQ US Bnchmk Aerospace & Defens,N/A,Index,NIM
^NQUSB2713LMAUDT,NQ US Aerospace Large Mid Cap,N/A,Index,NIM
^NQUSB5555LMCAD,NQ US Media Agncs Large Mid Ca,N/A,Index,NIM
^NQUSB2713CAD,NQ US Bnchmk Aerospace CAD Inde,N/A,Index,NIM
^NQUSB3763LMJPYT,NQ US Clothing & Accessories L,N/A,Index,NIM
^NQUSB5300LMAUDT,NQ US Retail Large Mid Cap AUD,N/A,Index,NIM
^NQUSB2713CADT,NQ US Bnchmk Aerospace CAD TR I,N/A,Index,NIM
^NQUSB3740AUDN,NQ US Bnchmk Leisure Goods AUD,N/A,Index,NIM
^NQUSB2713LMGBPT,NQ US Aerospace Large Mid Cap,N/A,Index,NIM
^NQUSB2710LMJPYN,NQ US Aerospace & Defense Lg M,N/A,Index,NIM
^NQUSS3763N,NQ US Sm Cap Clothing and Acc,N/A,Index,NIM
^NQUSS5555AUD,NQ US Sm Cap Media Agncs AUD In,N/A,Index,NIM
^NQUSS7570AUDN,"NQ US Sm Cap Gas, Water and M",N/A,Index,NIM
^NQDMASIA0001JPYN,NASDAQ DM Asia Oil & Gas JPY NT,N/A,Index,NIM
^NQDMEU3300JPYN,NASDAQ DM Europe Auto & Parts J,N/A,Index,NIM
^NQDMXNAXKRAUDT,Nasdaq DM Ex NA Ex Korea AUD TR,N/A,Index,NIM
4IEW.DE,IN.I.MSCI WD.Q.D.DL AC.EO,N/A,Index,GER
^NQDMMEA8600AUD,NASDAQ DM MEA Real Estate AUD I,N/A,Index,NIM
^NQEMEA3300LMCAD,NASDAQ EMEA Auto & Parts Lg Md,N/A,Index,NIM
^NQEMASIA9000CADT,NASDAQ EM Asia Tech CAD TR Inde,N/A,Index,NIM
^NQFI2000AUDN,NASDAQ Finland Inds AUD NTR Ind,N/A,Index,NIM
^NQASIA7000LMEURN,NASDAQ Asia Utilities Large Mid,N/A,Index,NIM
^NQIT9000AUDT,NASDAQ Italy Tech AUD TR Index,N/A,Index,NIM
^NQPLLMAUDT,NASDAQ Poland Large Mid Cap AUD,N/A,Index,NIM
^NQEU3300LMCAD,NASDAQ Europe Auto & Parts Lg M,N/A,Index,NIM
^NQEU9000AUDN,NASDAQ Europe Tech AUD NTR Inde,N/A,Index,NIM
^NQEMASIA1000AUD,NASDAQ EM Asia Basic Matls AUD,N/A,Index,NIM
^NQUSB3763LMAUD,NQ US Clothing & Accessories L,N/A,Index,NIM
^NQUSS3763AUDN,NQ US Sm Cap Clothing & Accesso,N/A,Index,NIM
^NQUSS5500AUDT,NQ US Sm Cap Media AUD TR Index,N/A,Index,NIM
^NQDMASIA2000LMJPY,NASDAQ DM Asia Inds Large Mid C,N/A,Index,NIM
