symbol,name,category,type,exchange
RGVCX,"American Funds - Income Series,",N/A,Mutual Fund,NAS
FITIX,Fidelity Advisor Mid Cap II Fun,N/A,Mutual Fund,NAS
BFACX,"The Bond Fund of America, Class",N/A,Mutual Fund,NAS
ALGRX,Alger Focus Equity Fund Class I,N/A,Mutual Fund,NAS
TINAX,ACM Tactical Income Fund - Clas,N/A,Mutual Fund,NAS
APUPX,AllianzGI Preferred Securities,N/A,Mutual Fund,NAS
RCMTX,American Funds 2055 Target Date,N/A,Mutual Fund,NAS
BRLGX,American Beacon Bridgeway Large,N/A,Mutual Fund,NAS
BGLUX,Baron Global Advantage Fund R6,N/A,Mutual Fund,NAS
AFNAX,AAM/Bahl & Gaynor Income Growth,N/A,Mutual Fund,NAS
ACGLX,Invesco Growth and Income Fund,N/A,Mutual Fund,NAS
TAFTX,American Funds Tax-Exempt Fund,N/A,Mutual Fund,NAS
REMIX,Standpoint Multi-Asset Fund Inv,N/A,Mutual Fund,NAS
AT0000506175.VI,MI Multi Strategy SRI (R) (A),N/A,Mutual Fund,VIE
ES0108612062.MC,SANTALUCIA EUROPA ACCIONES CLAS,N/A,Mutual Fund,MCE
ES0141222036.MC,"MUTUAFONDO TECNOLOGICO, CLASE A",N/A,Mutual Fund,MCE
FT9N.SG,FRANK TE IN GLB TOT RT-ACH-EUR,N/A,Mutual Fund,STU
ARFSX,American Century One Choice 205,N/A,Mutual Fund,NAS
WATCX,Western Asset Intermediate Bond,N/A,Mutual Fund,NAS
AACCX,American Century Strategic Allo,N/A,Mutual Fund,NAS
FGHTX,Fidelity Advisor Global High In,N/A,Mutual Fund,NAS
WCEIX,WCM ALTERNATIVES: EVENT-DRIVEN,N/A,Mutual Fund,NAS
FMFFX,FS Managed Futures Fund-Class A,N/A,Mutual Fund,NAS
ADANX,AQR Diversified Arbitrage Fund,N/A,Mutual Fund,NAS
BAGPX,BlackRock 60/40 Target Allocati,N/A,Mutual Fund,NAS
CCGTX,American Funds 2040 Target Date,N/A,Mutual Fund,NAS
WEAFX,WealthBuilder Equity Fund - A,N/A,Mutual Fund,NAS
XIGIX,Western Asset Investment Grade,N/A,Mutual Fund,NAS
BVALX,Brown Advisory - Beutel Goodman,N/A,Mutual Fund,NAS
CHCIX,"AB Discovery Growth Fund, Inc.",N/A,Mutual Fund,NAS
FAOIX,Fidelity Advisor Overseas Fund:,N/A,Mutual Fund,NAS
FHSPX,Fidelity Advisor Freedom Blend,N/A,Mutual Fund,NAS
FGIZX,Fidelity Advisor Growth & Incom,N/A,Mutual Fund,NAS
FZAPX,Fidelity Advisor Stock Selector,N/A,Mutual Fund,NAS
FIVPX,Fidelity Advisor International,N/A,Mutual Fund,NAS
RAEFX,AMCAP Fund - Class R-5E,N/A,Mutual Fund,NAS
FCLAX,Fidelity Advisor Industrials Cl,N/A,Mutual Fund,NAS
MICGX,Mirae Asset Discovery Fds Emerg,N/A,Mutual Fund,NAS
AT0000A1PBP2.VI,DSC USD Bond Fund (USD) (A) Aus,N/A,Mutual Fund,VIE
AEF6.SG,Aberdeen Global - Chinese Equit,N/A,Mutual Fund,STU
WTEA.SG,WisdomTree Emerging Asia Equity,N/A,Mutual Fund,STU
ASNML.AS,ASNU MILIEU WATER,N/A,Mutual Fund,AMS
SFHYX,Hundredfold Select Alternative,N/A,Mutual Fund,NAS
GBMF2BF.MX,GBM ADMINISTRADORA DE ACTV SA D,N/A,Mutual Fund,MEX
AGEIX,American Beacon Frontier Market,N/A,Mutual Fund,NAS
MDLTX,BlackRock Latin Americ A,N/A,Mutual Fund,NAS
FGDIX,Fidelity Advisor Gold Fund: Cla,N/A,Mutual Fund,NAS
FISAX,F.I.S.T. Adjustable U.S. Govern,N/A,Mutual Fund,NAS
GWPCX,American Funds Growth Portfolio,N/A,Mutual Fund,NAS
ACCNX,American Century Core Plus Fd I,N/A,Mutual Fund,NAS
FFVTX,Fidelity Advisor Freedom 2015 F,N/A,Mutual Fund,NAS
ES0108612047.MC,SANTALUCIA EUROPA ACCIONES CLAS,N/A,Mutual Fund,MCE
XTW2.SG,DAVIS SICAV-DAVIS VALUE FD-A,N/A,Mutual Fund,STU
FNKKWX,FT 8655: Strategic Income Advan,N/A,Mutual Fund,NAS
HDGTX,Hartford Dividend and Growth Fu,N/A,Mutual Fund,NAS
APHDX,Artisan Global Discovery Fund -,N/A,Mutual Fund,NAS
TAGIX,Transamerica Asset Allocation G,N/A,Mutual Fund,NAS
RAPRX,Cohen & Steers Real Assets Fds,N/A,Mutual Fund,NAS
FIRAX,Fidelity Advisor International,N/A,Mutual Fund,NAS
APDJX,Artisan International Small-Mid,N/A,Mutual Fund,NAS
GOPIX,Aberdeen China A Share Equity F,N/A,Mutual Fund,NAS
RINEX,American Funds Conservative Gro,N/A,Mutual Fund,NAS
FJALX,Fidelity Advisor Freedom Blend,N/A,Mutual Fund,NAS
AUXFX,Auxier Focus Fd Investor Shares,N/A,Mutual Fund,NAS
CAFCX,"AMCAP Fund, Class 529-C Shares",N/A,Mutual Fund,NAS
FYRFX,Fidelity Advisor Managed Retire,N/A,Mutual Fund,NAS
RNWBX,American Funds - New World Fund,N/A,Mutual Fund,NAS
SMOAX,"SEI Asset Allocation Tr, Modera",N/A,Mutual Fund,NAS
NFRWX,AIG Senior Floating Rate Fund -,N/A,Mutual Fund,NAS
RHDTX,American Funds 2025 Target Date,N/A,Mutual Fund,NAS
GWPEX,American Funds Growth Portfolio,N/A,Mutual Fund,NAS
ANGLX,Angel Oak Multi-Strategy Income,N/A,Mutual Fund,NAS
BGIFX,Baillie Gifford International A,N/A,Mutual Fund,NAS
ACLMX,"American Century Inv, NT Mid Ca",N/A,Mutual Fund,NAS
CTOAX,American Funds College Fd 2021,N/A,Mutual Fund,NAS
TAICX,American Funds Tax-Aware Conser,N/A,Mutual Fund,NAS
WTEB.SG,WisdomTree AT1 CoCo Bond UCITS,N/A,Mutual Fund,STU
MI90.SG,Black Rock Global Allocation Fu,N/A,Mutual Fund,STU
PSVIX,AllianzGI NFJ Small-Cap Value I,N/A,Mutual Fund,NAS
FMFMX,Fidelity Advisor Series Equity,N/A,Mutual Fund,NAS
MKLOX,BlackRock Global Allocation Fun,N/A,Mutual Fund,NAS
NRIFX,Nuveen Real Asset Income Fund C,N/A,Mutual Fund,NAS
NBCRX,American Funds Retirement Incom,N/A,Mutual Fund,NAS
EVOIX,Altegris Futures Evolution Stra,N/A,Mutual Fund,NAS
SCYVX,"AB Cap Fund, Inc. - AB Small Ca",N/A,Mutual Fund,NAS
AHLYX,American Beacon AHL Managed Fut,N/A,Mutual Fund,NAS
MGSEX,AMG Managers Special Equity Fun,N/A,Mutual Fund,NAS
AT0000A05H33.VI,Allianz Invest Eurorent (T),N/A,Mutual Fund,VIE
AT0000765326.VI,Apollo Styrian Global Equity (A,N/A,Mutual Fund,VIE
AT0000A1AUW0.VI,AVO Plus (A),N/A,Mutual Fund,VIE
AT0000993043.VI,SUPERIOR 4 - Ethik Aktien (A),N/A,Mutual Fund,VIE
FQALX,Strategic Advisers Value Multi-,N/A,Mutual Fund,NAS
CATLX,Columbia Aggressive Track Ages,N/A,Mutual Fund,NAS
PEFFX,PIMCO RAE PLUS EMG Fund Class A,N/A,Mutual Fund,NAS
MNCRX,"Manning & Napier Advisors, Inc.",N/A,Mutual Fund,NAS
FWRAX,Fidelity Advisor Global Real Es,N/A,Mutual Fund,NAS
ATWAX,The AB Portfolios - AB Tax-Mana,N/A,Mutual Fund,NAS
FDGLX,Fidelity Advisor Freedom 2030 F,N/A,Mutual Fund,NAS
FACNX,Fidelity Advisor Canada Fund Cl,N/A,Mutual Fund,NAS
FGNSX,Fidelity Strategic Advisers Tax,N/A,Mutual Fund,NAS
FITGX,Fidelity Advisor International,N/A,Mutual Fund,NAS
LHYRX,Lord Abbett High Yield Fd - Cl,N/A,Mutual Fund,NAS
LGBRX,Lord Abbett Global Bond Fund C,N/A,Mutual Fund,NAS
HSPGX,Emerald Growth Fund Class A,N/A,Mutual Fund,NAS
FJIALX,FT 8430: S&P Dividend Aristocra,N/A,Mutual Fund,NAS
ASTHX,AllianzGI Short Term Bond Fund,N/A,Mutual Fund,NAS
LCFIX,Lord Abbett California Tax-Free,N/A,Mutual Fund,NAS
TGUSX,TCW New America Premier Equitie,N/A,Mutual Fund,NAS
ASMRX,American Century Strategic Allo,N/A,Mutual Fund,NAS
LAICX,"Columbia Acorn Tr, Acorn Intern",N/A,Mutual Fund,NAS
SGRKX,Wells Fargo Growth Fd Admin Cl,N/A,Mutual Fund,NAS
DHLTX,Diamond Hill All Cap Select Fun,N/A,Mutual Fund,NAS
GABFX,GMO Asset Allocation Bond Fund,N/A,Mutual Fund,NAS
SHFVX,ClearBridge All Cap Value Fund,N/A,Mutual Fund,NAS
FCVIX,Fidelity Advisor Small Cap Valu,N/A,Mutual Fund,NAS
ANPRX,AllianzGI NFJ Mid-Cap Value Fun,N/A,Mutual Fund,NAS
PFIJX,"Principal Fds, Inc. Strategic A",N/A,Mutual Fund,NAS
RK1M.SG,Raiffeisen - Global-Rent A,N/A,Mutual Fund,STU
ARANX,Horizon Active Risk Assist Fund,N/A,Mutual Fund,NAS
MGBIX,AMG Managers Loomis Sayles Bond,N/A,Mutual Fund,NAS
MGXNX,MainStay Growth Allocation Fund,N/A,Mutual Fund,NAS
ARIIX,"AB Institutional Funds, Inc. -",N/A,Mutual Fund,NAS
LSSAX,Loomis Sayles Securitized Asset,N/A,Mutual Fund,NAS
RDETX,American Fds 2030 Target Date R,N/A,Mutual Fund,NAS
AAASX,DWS RREEF Real Assets Fund - Cl,N/A,Mutual Fund,NAS
APDSX,Artisan Small Cap Fund - Adviso,N/A,Mutual Fund,NAS
FERIX,Fidelity Advisor Emerging Asia,N/A,Mutual Fund,NAS
WPSGX,"AB Cap Fund, Inc. - AB Concentr",N/A,Mutual Fund,NAS
AT0000A16R20.VI,Valida Fonds ausgewogen,N/A,Mutual Fund,VIE
AT0000A2AHJ2.VI,Amundi GF Euro Core Rent,N/A,Mutual Fund,VIE
ADOCX,Alger Dynamic Opportunities Fun,N/A,Mutual Fund,NAS
MCFRX,Pioneer Multi-Asset Ultrashort,N/A,Mutual Fund,NAS
SCRZX,AB Small Cap Core Portfolio - Z,N/A,Mutual Fund,NAS
RINBX,American Funds Conservative Gro,N/A,Mutual Fund,NAS
WFLGX,Wells Fargo Target 2010 Fund Ad,N/A,Mutual Fund,NAS
RDWGX,American Funds Developing World,N/A,Mutual Fund,NAS
AASSX,American Beacon Small Cap Value,N/A,Mutual Fund,NAS
LAUFX,Lord Abbett Investment Trust In,N/A,Mutual Fund,NAS
EBNEX,American Funds Emerging Markets,N/A,Mutual Fund,NAS
FTAFX,Fidelity Advisor Freedom Income,N/A,Mutual Fund,NAS
AZSCX,American Beacon Zebra Small Cap,N/A,Mutual Fund,NAS
UIAGX,USAA Aggressive Growth Fd Insti,N/A,Mutual Fund,NAS
CTKEX,American Funds College Fund 203,N/A,Mutual Fund,NAS
CUSAX,Columbia Acorn USA Class Adv,N/A,Mutual Fund,NAS
FCMAX,Fidelity Advisor California Mun,N/A,Mutual Fund,NAS
RSLEX,American Funds - SMALLCAP World,N/A,Mutual Fund,NAS
RNGEX,American Funds - The New Econom,N/A,Mutual Fund,NAS
NABIX,Neuberger Berman Absolute Retur,N/A,Mutual Fund,NAS
FAFFX,Fidelity Advisor Freedom 2040 C,N/A,Mutual Fund,NAS
IAVGX,Voya Growth and Income Portfoli,N/A,Mutual Fund,NAS
FCLIX,Fidelity Advisor Industrials Fu,N/A,Mutual Fund,NAS
TIVFX,American Beacon Tocqueville Int,N/A,Mutual Fund,NAS
XKYNX,Kayne Anderson MLP Investment C,N/A,Mutual Fund,NAS
FFLYX,AB FlexFee Large Cap Growth Por,N/A,Mutual Fund,NAS
FDVAX,Fidelity Advisor Series VIII Fi,N/A,Mutual Fund,NAS
AT0000A0HAG2.VI,RT 4 (A),N/A,Mutual Fund,VIE
YAFIX,AMG Yacktman Focused Fund - Cla,N/A,Mutual Fund,NAS
MGXCX,MainStay Growth Allocation Fund,N/A,Mutual Fund,NAS
GCREX,Griffin Institutional Access Re,N/A,Mutual Fund,NAS
PMFYX,Pioneer Multi-Asset Income Fd C,N/A,Mutual Fund,NAS
FAGNX,Fidelity Advisor Energy Fund -,N/A,Mutual Fund,NAS
RLBFX,American Balanced Fund Class R-,N/A,Mutual Fund,NAS
ACEAFX,ADT 1991 Advisors Core Equity S,N/A,Mutual Fund,NAS
SGVAX,Western Asset Mortgage Total Re,N/A,Mutual Fund,NAS
EQACX,AXS Aspect Core Diversified Str,N/A,Mutual Fund,NAS
XBSZX,BlackRock Science and Technolog,N/A,Mutual Fund,NAS
HSBCF1+BFP.MX,HSBC GLOBAL ASSET MANAGEMENT (M,N/A,Mutual Fund,MEX
ACTQQX,ADT 1912 Advisors Corporate Tru,N/A,Mutual Fund,NAS
VKMRBX,Build America Bonds Income Trus,N/A,Mutual Fund,NAS
TAGGX,Goldman Sachs Tax Advantaged Gl,N/A,Mutual Fund,NAS
EAALX,Eaton Vance Atlanta Capital Foc,N/A,Mutual Fund,NAS
ESACX,WF Adjustable Rate Government F,N/A,Mutual Fund,NAS
PAEBX,Putnam Dynamic Asset Allocation,N/A,Mutual Fund,NAS
HWCCX,Hotchkis and Wiley Diversified,N/A,Mutual Fund,NAS
FHFIX,Fidelity Advisor Freedom 2055 F,N/A,Mutual Fund,NAS
IATNX,Ivy Accumulative Fund Class N,N/A,Mutual Fund,NAS
AIGPX,AllianzGI Income Class and Grow,N/A,Mutual Fund,NAS
RGWEX,American Funds Growth Portfolio,N/A,Mutual Fund,NAS
SMMCX,Western Asset Managed Municipal,N/A,Mutual Fund,NAS
ASTKX,AllianzGI Short Term Bond Fund,N/A,Mutual Fund,NAS
NWAGX,Nationwide AllianzGI Internatio,N/A,Mutual Fund,NAS
FTFFX,Fidelity Advisor Freedom 2040 F,N/A,Mutual Fund,NAS
ALFKX,Lord Abbett Alpha Strategy Fund,N/A,Mutual Fund,NAS
GASIX,Aberdeen Diversified Alternativ,N/A,Mutual Fund,NAS
FIAGX,Fidelity Advisor International,N/A,Mutual Fund,NAS
BWLIX,American Beacon Bridgeway Large,N/A,Mutual Fund,NAS
LONYX,Lord Abbett New York Tax Free C,N/A,Mutual Fund,NAS
BAPBX,LifePath Active Retirement Port,N/A,Mutual Fund,NAS
ISRYX,"AB Cap Fund, Inc. - AB Internat",N/A,Mutual Fund,NAS
BINSX,Baillie Gifford International A,N/A,Mutual Fund,NAS
XEHIX,Western Assets Global High Inco,N/A,Mutual Fund,NAS
AGSAX,"AB Unconstrained Bond Fund, Inc",N/A,Mutual Fund,NAS
AMADX,American Century Income and Gro,N/A,Mutual Fund,NAS
ABEYX,American Beacon International E,N/A,Mutual Fund,NAS
ABYEX,"AB Cap Fund, Inc. - AB Emerging",N/A,Mutual Fund,NAS
FDBAX,Federated Bond Fund Class A,N/A,Mutual Fund,NAS
BDAIX,Baron Durable Advantage Fund In,N/A,Mutual Fund,NAS
STGIX,Virtus Seix Core Bond Fund A,N/A,Mutual Fund,NAS
ACGMX,Invesco Growth and Income Fund,N/A,Mutual Fund,NAS
AOFYX,Alger Small Cap Focus Fund - Cl,N/A,Mutual Fund,NAS
CGCCX,Griffin Institutional Access Cr,N/A,Mutual Fund,NAS
ALFAX,Lord Abbett Securities Trust -,N/A,Mutual Fund,NAS
PBYMX,Pioneer AMT-Free Municipal Fund,N/A,Mutual Fund,NAS
UIQI.SG,UBS ETFs plc MSCI AC As ex Jp S,N/A,Mutual Fund,STU
DGTSX,DFA Global Allocation 25/75 Por,N/A,Mutual Fund,NAS
KGGIX,Kopernik Global All-Cap Fund- I,N/A,Mutual Fund,NAS
FSLAX,FA 529 SMALL CAP PORT-CL A,N/A,Mutual Fund,NAS
CADCX,CION Ares Diversified Credit Fu,N/A,Mutual Fund,NAS
WFIGVX,CIT: flexPATH Index Aggressive,N/A,Mutual Fund,NAS
CMTUX,Columbia Moderate Track Ages 14,N/A,Mutual Fund,NAS
IVAEX,Ivy Asset Strategy Fund Class I,N/A,Mutual Fund,NAS
FEPAX,Fidelity Advisor Total Bond Fun,N/A,Mutual Fund,NAS
FCNAX,Fidelity Advisor Consumer Discr,N/A,Mutual Fund,NAS
BATAX,BlackRock Allocation Target Sha,N/A,Mutual Fund,NAS
FFFTX,Fidelity Advisor Freedom 2045 F,N/A,Mutual Fund,NAS
CMALX,Crawford Multi-Asset Income Fun,N/A,Mutual Fund,NAS
FFFQX,Fidelity Advisor Freedom 2050 F,N/A,Mutual Fund,NAS
UVABX,USAA Virginia Bond Fund Adv Shs,N/A,Mutual Fund,NAS
ACSNX,American Century Short Duration,N/A,Mutual Fund,NAS
KINAX,Kinetics Internet Fund - Adviso,N/A,Mutual Fund,NAS
PASMX,Pacific Advisors Small Cap Valu,N/A,Mutual Fund,NAS
RGNFX,American Funds Growth and Incom,N/A,Mutual Fund,NAS
FCECX,Fidelity Advisor Consumer Discr,N/A,Mutual Fund,NAS
PSBFX,"Principal Fds, Inc. Strategic A",N/A,Mutual Fund,NAS
LCFOX,Lord Abbett California Tax Free,N/A,Mutual Fund,NAS
PDRFX,Putnam Dynamic Risk Allocation,N/A,Mutual Fund,NAS
HYMCX,Lord Abbett High Yield Municipa,N/A,Mutual Fund,NAS
PRAMX,T. Rowe Price Africa & Middle E,N/A,Mutual Fund,NAS
LWHIX,Western Asset Short Duration Hi,N/A,Mutual Fund,NAS
AFYCX,AAM/Bahl & Gaynor Income Growth,N/A,Mutual Fund,NAS
QMHIX,AQR Managed Futures Strategy HV,N/A,Mutual Fund,NAS
QLMAOX,ClearBridge Variable Appreciati,N/A,Mutual Fund,NAS
ACCSX,Access Capital Community Invest,N/A,Mutual Fund,NAS
MSEIX,AMG Managers Special Equity Fun,N/A,Mutual Fund,NAS
S3182.MC,"TOP CLASS GLOBAL ALLOCATION, S.",N/A,Mutual Fund,MCE
BRACX,BlackRock Allocation Target Sha,N/A,Mutual Fund,NAS
GAOCX,JPMorgan Global Allocation Fund,N/A,Mutual Fund,NAS
AHTYX,American Beacon AHL TargetRisk,N/A,Mutual Fund,NAS
ABNCX,"AB Bond Fund, Inc. - AB Bond In",N/A,Mutual Fund,NAS
LVOAX,"Lord Abbett Securities Tr, Lord",N/A,Mutual Fund,NAS
BXMYX,Blackstone Alternative Multi-St,N/A,Mutual Fund,NAS
SDSAX,Western Asset Income Fund Class,N/A,Mutual Fund,NAS
ABSZX,AB Trust - AB Discovery Value F,N/A,Mutual Fund,NAS
RMFEX,"American Mutual Fund, Class R-4",N/A,Mutual Fund,NAS
FGBPX,Fidelity Advisor Investment Gra,N/A,Mutual Fund,NAS
BGITX,Baillie Gifford International A,N/A,Mutual Fund,NAS
AAACX,A3 Alternative Credit Fund,N/A,Mutual Fund,NAS
IEIFX,Invesco Equity and Income Fund,N/A,Mutual Fund,NAS
FAUDX,Strategic Advisers Short Durati,N/A,Mutual Fund,NAS
GWEIX,AMG GW&K Small Cap Core Fund -,N/A,Mutual Fund,NAS
VKBNCX,Build America Bonds Income Trus,N/A,Mutual Fund,NAS
CONVTX,ADT 1939 Cohen & Steers Convert,N/A,Mutual Fund,NAS
LRMAX,Lord Abbett Calibrated Dividend,N/A,Mutual Fund,NAS
SCHAX,QS Growth Fund Class A,N/A,Mutual Fund,NAS
MISMX,Matthews Asia Small Companies F,N/A,Mutual Fund,NAS
FOPIX,Fidelity Advisor International,N/A,Mutual Fund,NAS
CAAYX,Invesco Conservative Allocation,N/A,Mutual Fund,NAS
DMLAX,Doubleline Multi-Asset Growth F,N/A,Mutual Fund,NAS
FIQIX,Fidelity Advisor International,N/A,Mutual Fund,NAS
IICAX,AMF Large Cap Equity Fund,N/A,Mutual Fund,NAS
FIRTX,Fidelity Advisor International,N/A,Mutual Fund,NAS
HIMFX,American High-Income Municipal,N/A,Mutual Fund,NAS
TSAIX,TIAA-CREF Lifestyle Aggressive,N/A,Mutual Fund,NAS
JAAPX,John Hancock Funds II Alternati,N/A,Mutual Fund,NAS
RBFAX,"The Bond Fund of America, Class",N/A,Mutual Fund,NAS
SAOSX,Guggenheim Alpha Opportunity Fu,N/A,Mutual Fund,NAS
TDAPX,"AB Cap Fund, Inc. - AB Multi-Ma",N/A,Mutual Fund,NAS
MFCPX,M Capital Appreciation Fund,N/A,Mutual Fund,NAS
AGICX,The AB Portfolios - AB Tax-Mana,N/A,Mutual Fund,NAS
SHYPX,American Beacon SiM High Yield,N/A,Mutual Fund,NAS
FICCX,Fidelity Advisor Canada Fund: C,N/A,Mutual Fund,NAS
NDRMX,VanEck Funds - VanEck NDR Asset,N/A,Mutual Fund,NAS
BGIVX,Baillie Gifford International A,N/A,Mutual Fund,NAS
BROAX,BlackRock Advantage Internation,N/A,Mutual Fund,NAS
JHAIX,JHF II Multi-Asset Absolute Ret,N/A,Mutual Fund,NAS
JYJM.SG,JPM - Africa Equity A Acc,N/A,Mutual Fund,STU
FSRCX,Fidelity Advisor Series II Fide,N/A,Mutual Fund,NAS
EBNFX,American Funds Emerging Markets,N/A,Mutual Fund,NAS
ABWAX,The AB Portfolios - AB Balanced,N/A,Mutual Fund,NAS
MHFIX,AXS Managed Futures Strategy Fu,N/A,Mutual Fund,NAS
MFDSX,AMG GW&K Enhanced Core Bond ESG,N/A,Mutual Fund,NAS
TEMGBIABF1.MX,FRANKLIN TEMPLETON ASSET MGMT T,N/A,Mutual Fund,MEX
APKPX,AllianzGI PerformanceFee Struct,N/A,Mutual Fund,NAS
IAMISX,American Infrastructure Growth,N/A,Mutual Fund,NAS
ACTPOX,ADT 1556 Advisors Corporate Tru,N/A,Mutual Fund,NAS
AT0000607387.VI,KEPLER Growth Aktienfonds,N/A,Mutual Fund,VIE
AT0000859855.VI,InterStock (A),N/A,Mutual Fund,VIE
AT0000857412.VI,Amundi Austria Stock,N/A,Mutual Fund,VIE
XAFA.JK,Reksa Dana Avrist ETF Fixed Rat,N/A,Mutual Fund,JKT
CATWX,Columbia Aggressive Track Ages,N/A,Mutual Fund,NAS
GPAAX,Grant Park Multi Alternative St,N/A,Mutual Fund,NAS
JAAAX,John Hancock Fds II Alternative,N/A,Mutual Fund,NAS
TIGGX,Goldman Sachs Tax Advantaged Gl,N/A,Mutual Fund,NAS
CHCCX,"AB Discovery Growth Fund, Inc.",N/A,Mutual Fund,NAS
TDPKX,"AB Cap Fund, Inc. - AB Multi-Ma",N/A,Mutual Fund,NAS
ACHYX,American Beacon Crescent Short,N/A,Mutual Fund,NAS
GMGEX,GMO Global Equity Allocation Fu,N/A,Mutual Fund,NAS
RIIEX,International Growth and Income,N/A,Mutual Fund,NAS
AATIX,Ancora/Thelen Small Mid-Cap Fun,N/A,Mutual Fund,NAS
MAAHX,MFS Aggressive Growth Allocatio,N/A,Mutual Fund,NAS
ALNYX,"AB Municipal Income Fund, Inc.",N/A,Mutual Fund,NAS
UNIQX,Variant Alternative Income Fund,N/A,Mutual Fund,NAS
MAIUX,Mutual of America Institutional,N/A,Mutual Fund,NAS
SHRSX,Western Asset California Munici,N/A,Mutual Fund,NAS
RYDAX,Dow Jones Industrial Average Fu,N/A,Mutual Fund,NAS
RIVLX,American Funds International Va,N/A,Mutual Fund,NAS
PLSCX,DWS Multi-Asset Moderate Alloca,N/A,Mutual Fund,NAS
AIARX,American Century Inflation-Adju,N/A,Mutual Fund,NAS
REGJX,American Funds Emerging Markets,N/A,Mutual Fund,NAS
FEDAX,Fidelity Advisor Emerging Marke,N/A,Mutual Fund,NAS
CITCX,"American High-Income Trust, Cla",N/A,Mutual Fund,NAS
APMPX,AllianzGI PerformanceFee Manage,N/A,Mutual Fund,NAS
XGLVX,Global Dividend and Income Fund,N/A,Mutual Fund,NAS
TDAGX,"AB Cap Fund, Inc. - AB Multi-Ma",N/A,Mutual Fund,NAS
SEIAX,SEI Multi-Asset Real Return Fd,N/A,Mutual Fund,NAS
BJBGX,Aberdeen Total Return Bond Fund,N/A,Mutual Fund,NAS
RALIX,Lazard Real Assets and Pricing,N/A,Mutual Fund,NAS
AZBCX,AllianzGI Small-Cap Fund Class,N/A,Mutual Fund,NAS
ASLWX,American Century Select Fund -,N/A,Mutual Fund,NAS
IIPOX,IVY APOLLO STRATEGIC INCOME FD,N/A,Mutual Fund,NAS
AAIEX,American Beacon Intl Equity Fun,N/A,Mutual Fund,NAS
STDFX,WF Large Cap Growth Fund Admini,N/A,Mutual Fund,NAS
MRLIX,AMG Renaissance Large Cap Growt,N/A,Mutual Fund,NAS
RMBHX,RMB Fund - A,N/A,Mutual Fund,NAS
KCMIX,AXS Multi-Strategy Alternatives,N/A,Mutual Fund,NAS
JVACX,JPMorgan Value Advantage Class,N/A,Mutual Fund,NAS
RGAHX,The Growth Fund of America - Cl,N/A,Mutual Fund,NAS
PGMAX,PIMCO Global Core Asset Allocat,N/A,Mutual Fund,NAS
REMAX,Emerging Markets Fund Class A,N/A,Mutual Fund,NAS
CD91.SG,ComStage NYSE Arca Gold BUGS UC,N/A,Mutual Fund,STU
AAANX,Horizon Active Asset Allocation,N/A,Mutual Fund,NAS
GXXAX,Aberdeen U.S. Multi-Cap Equity,N/A,Mutual Fund,NAS
MSSYX,AMG Frontier Small Cap Growth F,N/A,Mutual Fund,NAS
GSXAX,Aberdeen U.S. Small Cap Equity,N/A,Mutual Fund,NAS
AALRX,American Beacon Large Cap Value,N/A,Mutual Fund,NAS
FZAAX,Fidelity Advisor Balanced Fd Cl,N/A,Mutual Fund,NAS
LMESX,ClearBridge Appreciation Fund C,N/A,Mutual Fund,NAS
QCGLPX,CREF Global Equities Account -,N/A,Mutual Fund,NAS
OTFCX,Invesco Oppenheimer Capital App,N/A,Mutual Fund,NAS
FDGIX,Fidelity Advisor Dividend Growt,N/A,Mutual Fund,NAS
LAIAX,"Columbia Acorn Tr, Acorn Intern",N/A,Mutual Fund,NAS
GWETX,AMG GW&K Small Cap Core Fund -,N/A,Mutual Fund,NAS
AIVIX,AB Trust - AB International Val,N/A,Mutual Fund,NAS
RGQFX,American Funds Growth and Incom,N/A,Mutual Fund,NAS
WFIGRX,CIT: flexPATH Index Aggressive,N/A,Mutual Fund,NAS
AT0000A1G8B8.VI,Allianz Invest Stabil,N/A,Mutual Fund,VIE
AT0000A1G718.VI,ERSTE GLOBAL INCOME A,N/A,Mutual Fund,VIE
S2793.MC,ACCIONES UNDARTE DE INVERSIONES,N/A,Mutual Fund,MCE
CMTGX,Columbia Moderate Track Ages 4-,N/A,Mutual Fund,NAS
LAMFX,Lord Abbett Calibrated Dividend,N/A,Mutual Fund,NAS
FSFHX,Fidelity Advisor Short Duration,N/A,Mutual Fund,NAS
DCUAX,DWS CROCI U.S. Fund - Class A,N/A,Mutual Fund,NAS
FIJHX,Fidelity Advisor Freedom 2005 F,N/A,Mutual Fund,NAS
GMMPX,Goldman Sachs Multi-Manager Alt,N/A,Mutual Fund,NAS
IMWAX,Ivy ProShares MSCI ACWI Index F,N/A,Mutual Fund,NAS
LIFRX,Lord Abbett Inflation Focused F,N/A,Mutual Fund,NAS
MIASX,Matthews Emerging Asia Fund Ins,N/A,Mutual Fund,NAS
FFNAX,Fidelity Advisor Asset Manager,N/A,Mutual Fund,NAS
SHOYX,American Beacon SiM High Yield,N/A,Mutual Fund,NAS
FDKPX,Fidelity Advisor Freedom 2060 F,N/A,Mutual Fund,NAS
FAZYX,Fidelity Advisor Multi-Asset In,N/A,Mutual Fund,NAS
PGSCX,Pacific Advisors Small Cap Valu,N/A,Mutual Fund,NAS
JAEIX,James Alpha Event Driven Portfo,N/A,Mutual Fund,NAS
LGCCX,Lord Abbett Global Equity Resea,N/A,Mutual Fund,NAS
